"id","price","city","address","property_size","property_type","air_conditioning","fitness_centre","roof_terrace","parking","swimming_pool","garden","security_system","elevator"
110,"15151500.0","London","Pont Street Mews, Knightsbridge, London, SW1X","5002.0","House",False,False,False,False,False,False,False,True
120,"13455000.0","London","Walton Place, Knightsbridge, London, SW3","3949.0","End of Terrace",False,False,True,False,False,False,False,False
122,"13981500.0","London","Park Square West, Regent's Park, NW1","6829.0","Terraced",False,True,True,False,False,True,False,False
123,"13981500.0","London","Park Square West, Regent's Park, London, NW1, United Kingdom","6966.0","House",False,True,False,True,False,False,False,False
129,"13981500.0","London","Carlyle Square, Chelsea, SW3","4181.0","Semi-Detached",False,False,False,False,False,True,False,False
152,"11700000.0","London","Redington Road, Hampstead, London, NW3","8964.0","Semi-Detached",False,True,False,True,True,True,False,False
154,"11700000.0","London","River Lane, Richmond, Surrey, TW10","7241.0","Detached",False,False,False,False,False,True,False,False
155,"11700000.0","London","Redington Road, Hampstead, NW3","8964.0","House",False,True,False,True,True,False,False,True
156,"11700000.0","London","Redington Road, London NW3 7RT","8995.0","Detached",False,False,False,False,True,False,False,True
157,"11700000.0","London","Redington Road, London, NW3","8995.0","Semi-Detached",False,False,False,True,True,False,False,True
158,"11700000.0","London","Frank Dixon Close, London, SE21","7847.0","Detached",False,True,False,False,False,False,False,False
161,"11992500.0","London","South Audley Street, Mayfair, W1K","4200.0","House",False,False,False,False,False,False,False,True
162,"11056500.0","London","Gerald Road, London, SW1W.","3185.0","Terraced",False,False,True,False,False,False,False,False
164,"11115000.0","London","Chalcot Square, Primrose Hill, London, NW1","3303.0","Terraced",False,False,False,False,False,True,False,False
175,"11524500.0","London","St. Katharines Precinct, Regent's Park, London, NW1","3865.0","Semi-Detached",False,False,False,True,False,True,False,False
176,"11524500.0","London","St. Katharines Precinct, Regent's Park, London, NW1","3865.0","Semi-Detached",False,False,False,False,False,False,False,False
180,"10471500.0","London","The Bishops Avenue, London, N2","4676.0","Detached",False,False,False,True,False,True,False,False
197,"9945000.0","London","Shafto Mews, London, SW1X","2917.0","Mews",False,False,False,True,False,True,False,False
11,"35041500.0","London","Piccadilly, Mayfair, London, W1J","883","Plot",False,False,True,True,False,False,False,False
199,"9945000.0","London","Castelnau, Barnes, London, SW13","6179.0","Detached",False,False,False,True,False,True,False,False
2398,"4513332.0","Madrid","28006 Madrid","883","Condo/Apartment",False,False,False,False,False,False,False,False
223,"9360000.0","London","Goodyers Gardens, London, NW4","11840.0","Detached",True,False,False,False,True,False,True,True
225,"9652500.0","London","Balfour Mews, 
Mayfair, W1K","3189.0","Mews",False,True,False,False,False,False,False,False
226,"8775000.0","London","St. Marys Place, London, W8","3159.0","Town House",False,False,False,False,False,False,False,False
5039,"678207.0","Lisbon","Lisbon","883","Condo/Apartment",False,False,False,False,False,False,False,False
247,"8775000.0","London","Parkside Gardens, Wimbledon Village, SW19","6672.0","Detached",False,True,False,False,False,True,False,False
250,"8775000.0","London","Cheyne Place, London, SW3","3982.0","End of Terrace",False,False,False,False,False,False,False,False
276,"8131500.0","London","Astell Street, Chelsea, London, SW3","3147.0","Terraced",False,False,False,True,False,True,False,False
277,"8131500.0","London","Essex Villas, Kensington, W8","3214.0","Link Detached House",False,False,False,True,False,True,False,False
278,"8131500.0","London","Old Church Street, London, SW3","3287.0","Terraced",False,False,False,True,False,True,True,False
279,"8131500.0","London","Headfort Place, Belgravia, London, SW1X","4038.0","House",False,False,False,False,False,False,False,False
299,"7605000.0","London","Bermondsey, SE1","5577.0","Terraced",True,True,False,False,False,False,False,True
310,"7312500.0","London","Drayton Gardens, Chelsea, SW10","3365.0","Terraced",False,False,False,False,False,True,False,False
322,"7020000.0","London","Winnington Close, Hampstead Garden Suburb","4684.0","Detached",False,False,False,False,False,True,False,False
323,"7020000.0","London","Wellington Road, St John's Wood, London, NW8","3662.0","Detached",False,False,True,False,False,True,False,False
324,"7020000.0","London","Winnington Close, Hampstead Garden Suburb, N2","4600.0","House",False,False,False,True,False,False,False,False
336,"7195500.0","London","Bathurst Street, London, W2","3645.0","Terraced",False,False,True,True,False,False,False,False
349,"6961500.0","London","Hollycroft Avenue, London, NW3","4198.0","Semi-Detached",False,False,True,True,False,True,False,False
350,"6961500.0","London","Frognal Lane, Hampstead, London, NW3","4775.0","Detached",False,False,False,True,False,True,False,False
3012,"141862.0","Madrid","28043 Madrid","883","Condo/Apartment",False,False,False,False,False,False,False,False
372,"6610500.0","London","Courthope Road, Wimbledon Village, SW19","3523.0","Semi-Detached",False,False,False,True,False,True,False,False
375,"6610500.0","London","Baskerville Road, London, SW18","3820.0","Semi-Detached",False,False,False,False,False,True,False,False
396,"6435000.0","London","Creefleet House, Kew Road, Richmond, Surrey, TW9","6615.0","Detached",False,False,False,True,False,False,False,False
397,"6435000.0","London","Culross Street, Mayfair, London, United Kingdom, W1, United Kingdom","2661.0","House",False,False,False,False,False,False,False,False
399,"6435000.0","London","George Street, London, W1H","3944.0","Terraced",False,False,False,False,False,False,False,False
424,"6142500.0","London","College Road, Dulwich Village, SE21","5762.0","Detached",False,False,False,True,False,True,False,False
425,"6142500.0","London","North Road, Highgate, London, N6","3620.0","House",False,False,False,True,False,True,False,False
4972,"1326811.0","Lisbon","Lisbon","1292.0","Condo/Apartment",True,False,False,True,False,False,False,False
4973,"739534.0","Lisbon","Lisbon","721.0","Condo/Apartment",True,False,False,False,False,False,False,True
446,"5850000.0","London","Alleyn Road, West Dulwich, London, SE21","5606.0","Detached",False,False,False,False,False,False,False,False
448,"5850000.0","London","St. James's Place, St James's","3175.0","House",False,False,False,False,False,False,False,False
451,"5850000.0","London","Vicarage Gardens, London, W8","3574.0","End of Terrace",False,False,False,False,False,False,False,False
473,"5791500.0","London","Stanhope Gardens, South Kensington, London, SW7","2881.0","House",False,False,True,True,False,True,False,False
477,"5820750.0","London","Milner Street, London, SW3","3069.0","Terraced",False,False,True,False,False,False,False,False
5111,"3261562.0","Lisbon","Lisbon","883","Condo/Apartment",False,False,False,False,False,False,False,False
499,"5557500.0","London","Portland Road, Notting Hill, London, W11","2329.0","Terraced",False,False,False,False,False,True,False,False
500,"5557500.0","London","Holly Lodge Gardens, London, N6","3785.0","Detached",False,False,False,True,False,True,False,False
505,"5557500.0","London","Highgate West Hill, London, N6","3701.0","Terraced",False,False,True,False,False,False,False,False
506,"5557500.0","London","Eaton Terrace, Belgravia, London, SW1W","2629.0","Terraced",False,False,False,False,False,True,False,False
177,"11583000.0","London","Brunswick Gardens, Kensington, W8","883","Terraced",False,False,False,False,False,True,False,False
527,"5557500.0","London","Loudoun Road, St John's Wood, London, NW8","3080.0","Terraced",False,False,False,False,False,False,False,False
532,"5265000.0","London","Bathgate Road, Wimbledon, London, SW19","5104.0","Detached",False,False,False,False,False,True,False,False
548,"5148000.0","London","Black Lion Lane, London, W6","5873.0","Semi-Detached",False,False,False,True,False,True,False,False
549,"5148000.0","London","Milner Street, London, SW3","2563.0","Terraced",False,False,False,False,False,False,False,False
550,"5148000.0","London","Milner Street, Chelsea, London, SW3","2528.0","Town House",False,True,True,False,False,False,False,False
572,"5089500.0","London","Queensdale Road, Holland Park","2448.0","Terraced",False,False,False,False,False,False,False,False
573,"5089500.0","London","Albion Street, 
Hyde Park, W2","4014.0","End of Terrace",False,False,True,False,False,False,False,True
574,"5089500.0","London","Albion Street, London, W2","4014.0","End of Terrace",False,False,True,False,False,True,False,True
595,"4680000.0","London","Earlsfield Road, London, SW18","4435.0","Detached",False,False,False,True,False,True,False,False
596,"4680000.0","London","Teignmouth Road, Mapesbury Estate, London, NW2","4382.0","House",False,False,True,True,False,False,False,False
598,"4791150.0","London","Devonshire Mews South, London, W1G","2135.0","Mews",False,False,False,True,False,False,False,False
619,"4680000.0","London","Denmark Avenue, Wimbledon, SW19","2750.0","Detached",False,False,False,True,False,True,False,False
620,"4680000.0","London","Crescent Grove, Clapham Common, SW4","3763.0","Terraced",False,False,False,False,False,True,False,False
621,"4680000.0","London","Somerset Road, Wimbledon, London, SW19","4133.0","Detached",False,False,False,True,False,True,False,False
626,"4674150.0","London","Holne Chase, N2","2895.0","Detached",False,False,False,True,False,True,False,False
646,"4621500.0","London","Oakley Street, Chelsea, London, SW3","2884.0","Terraced",False,False,True,False,False,True,False,False
648,"4621500.0","London","Chartfield Avenue, Putney, London, SW15","4543.0","Detached",False,False,False,False,False,True,False,False
650,"4621500.0","London","Christchurch Street, Chelsea, London, SW3","1610.0","Terraced",False,False,False,False,False,True,False,False
651,"4621500.0","London","Doneraile Street, London, SW6","3397.0","Semi-Detached",False,False,False,False,False,True,False,False
674,"4621500.0","London","Clover Mews, London, SW3","1907.0","Mews",False,False,False,True,False,False,False,False
676,"4621500.0","London","Pembroke Gardens Close, London, W8","2136.0","End of Terrace",False,False,False,True,False,True,False,False
678,"4621500.0","London","Doneraile Street, Bishops Park, Fulham, London, SW6","3506.0","Semi-Detached",False,False,False,False,False,True,False,False
679,"4621500.0","London","Doneraile Street, London, SW6","3513.0","Semi-Detached",False,False,False,False,False,False,False,False
704,"4680000.0","London","Harrow Road, London, W10","5209.0","House",False,False,False,True,False,False,False,False
706,"4680000.0","London","Pelham Street, SW7","2287.0","Terraced",False,False,False,False,False,True,False,False
723,"4972500.0","London","Chiddingstone Street, Peterborough Estate, Fulham, London, SW6","3544.0","Terraced",False,False,False,False,False,False,False,False
724,"4972500.0","London","Luxemburg Gardens, London W6","3179.0","Terraced",False,False,False,False,False,True,False,False
743,"5265000.0","London","St. Peters Road, Twickenham, TW1","5022.0","Detached",False,False,False,False,False,False,False,False
748,"5265000.0","London","Artesian Road, Notting Hill","2454.0","Terraced",False,False,False,False,False,True,False,False
763,"906750.0","London","Crossway, Raynes Park","1240.0","End of Terrace",False,False,False,True,False,True,False,False
764,"5616000.0","London","Cornwall Crescent, London, W11","2960.0","Terraced",False,False,False,False,False,True,False,False
766,"5674500.0","London","Henderson Road, London, SW18","4067.0","Semi-Detached",False,True,False,False,False,True,False,False
789,"5850000.0","London","Upper Montagu Street, London, W1H","2500.0","Terraced",False,False,False,False,False,True,False,False
792,"5850000.0","London","St. James's Place, St. James's, London, SW1A","3176.0","Terraced",False,False,False,False,False,False,False,False
794,"5850000.0","London","Grove Park Road, London, W4","3222.0","Semi-Detached",False,False,False,True,False,True,False,False
795,"5850000.0","London","Spencer Park, London, SW18","4595.0","Semi-Detached",False,False,True,True,False,True,False,False
449,"5850000.0","London","Highfields Grove, Highgate","883","Detached",False,False,False,True,False,True,False,False
812,"6142500.0","London","Steeles Road, London, NW3","3224.0","End of Terrace",False,False,False,True,False,True,False,False
813,"6142500.0","London","Steeles Road, Belsize Park, NW3","3600.0","House",False,False,False,True,False,False,False,False
816,"6259500.0","London","Wotton Road, London, NW2","12689.0","House",False,False,False,True,False,False,True,False
821,"6435000.0","London","Netherhall Gardens, Hampstead, London, NW3","6016.0","Detached",False,False,False,True,False,True,True,False
484,"5733000.0","London","Scarsdale Villas, London, W8","883","Semi-Detached",False,False,False,True,False,True,False,False
1075,"1413815.0","Paris","75005 Paris","764.0","Condo/Apartment",False,False,True,False,False,False,False,True
839,"6756750.0","London","West Heath Close, London, NW3","4998.0","Detached",False,False,False,False,False,True,True,False
840,"6786000.0","London","Princes Gate Mews, London, SW7","2146.0","Mews",False,False,True,False,False,False,False,False
841,"6786000.0","London","Trevor Place, Knightsbridge, SW7","2866.0","Terraced",False,False,False,False,False,False,False,False
867,"7312500.0","London","Winnington Road, Hampstead Garden Suburb","5053.0","Detached",False,False,False,True,False,True,False,False
868,"7312500.0","London","Great James Street, Bloomsbury, WC1N","5315.0","Terraced",False,False,False,False,False,False,False,False
870,"7599150.0","London","Burtonhole Lane, London, NW7","6181.0","Detached",False,False,False,True,True,True,False,False
561,"5265000.0","London","Squires Mount, London, NW3","883","Semi-Detached",False,False,False,False,False,True,False,False
892,"8131500.0","London","Shawfield Street, Chelsea, London, SW3","3628.0","Terraced",True,False,False,True,False,True,False,False
910,"8775000.0","London","Lingfield Road, Wimbledon Village, SW19","5268.0","Detached",False,False,False,True,True,False,False,False
914,"9301500.0","London","Ladbroke Grove, Holland Park","3589.0","Terraced",False,False,False,False,False,False,False,False
939,"10471500.0","London","Compton Avenue, N6","6900.0","Detached",False,True,False,True,True,True,False,False
941,"10471500.0","London","Egerton Terrace, London, SW3","2917.0","Terraced",False,False,False,False,False,True,False,False
960,"12285000.0","London","Thurloe Square, London, SW7","4726.0","Terraced",False,False,False,False,False,True,False,False
962,"12285000.0","London","Hans Place, Knightsbridge SW1X","4275.0","Detached",True,False,True,False,False,True,False,True
964,"12285000.0","London","Chalcot Square, Primrose Hill, London, NW1","3710.0","End of Terrace",False,False,False,False,False,False,False,False
965,"12285000.0","London","Netherhall Gardens, Hampstead, London, NW3","6091.0","Detached",False,False,False,True,False,True,True,False
618,"4680000.0","London","Warwick Dene, Ealing","883","Detached",False,False,False,True,False,True,False,False
988,"15790320.0","London","Dorchester Collection Mayfair Residences","2713.0","House",False,True,False,True,True,False,True,False
990,"15795000.0","London","Winnington Road, N2","10333.0","Detached",False,True,False,True,False,True,False,True
1011,"19831500.0","London","Cadogan Gardens, London, SW3","6504.0","Terraced",False,False,False,False,False,True,False,True
1013,"21001500.0","London","Garway Road, London, W2","9472.0","Detached",False,False,False,False,False,False,False,False
1018,"21352500.0","London","Bourdon Street, Mayfair, London, W1K","5780.0","House",False,True,False,True,True,False,False,False
1019,"21645000.0","London","Lexham Gardens, 
Kensington, W8","12575.0","Terraced",False,False,False,False,False,True,False,True
1020,"21645000.0","London","Portland Place, Marylebone, W1B","8174.0","End of Terrace",False,True,False,False,False,False,False,True
1024,"23400000.0","London","Chelsea Square, London, SW3","5643.0","Terraced",False,False,False,False,False,True,False,False
1037,"29250000.0","London","Chester Square, Belgravia, London, SW1W, United Kingdom","6007.0","Town House",False,True,False,False,True,False,False,True
1039,"936000.0","London","Van Dyck Avenue, New Malden","1690.0","Link Detached House",False,False,False,True,False,True,False,False
1079,"2153349.0","Paris","75007 Paris","1259.0","Condo/Apartment",False,False,False,False,False,False,False,True
1080,"1196305.0","Paris","75007 Paris","624.0","Condo/Apartment",False,False,True,False,False,False,False,True
1081,"1919526.0","Paris","75014 Paris","1410.0","House",False,False,False,False,False,True,False,False
1082,"2245791.0","Paris","75016 Paris","2013.0","Condo/Apartment",False,False,True,False,False,False,False,True
1126,"1141927.0","Paris","75013 Paris","1173.0","Condo/Apartment",False,False,False,True,False,False,False,False
1127,"1011421.0","Paris","75007 Paris","797.0","Condo/Apartment",False,False,False,False,False,False,False,True
1129,"993477.0","Paris","75014 Paris","1109.0","Condo/Apartment",False,False,False,False,False,False,False,True
1130,"10821122.0","Paris","75016 Paris","4176.0","Condo/Apartment",False,False,False,False,False,False,False,True
1135,"195759.0","Paris","75005 Paris","161.0","Condo/Apartment",False,False,False,False,False,False,False,True
1171,"985320.0","Paris","75016 Paris","840.0","Condo/Apartment",False,False,False,False,False,False,False,True
1173,"292551.0","Paris","75007 Paris","183.0","Condo/Apartment",False,False,False,False,False,False,False,False
1174,"791736.0","Paris","75016 Paris","409.0","Condo/Apartment",False,False,False,False,False,False,False,True
1175,"619903.0","Paris","75015 Paris","474.0","Condo/Apartment",False,False,False,False,False,False,False,True
1177,"433932.0","Paris","75001 Paris","377.0","Condo/Apartment",False,False,False,False,False,False,False,False
1179,"1195217.0","Paris","75015 Paris","1023.0","Condo/Apartment",False,False,False,False,False,True,False,True
1180,"405656.0","Paris","75012 Paris","355.0","Condo/Apartment",False,False,False,False,False,False,False,True
1181,"2011967.0","Paris","75013 Paris","2034.0","House",False,False,False,False,False,False,False,False
1182,"1302885.0","Paris","75015 Paris","1507.0","Condo/Apartment",False,False,True,True,False,False,False,True
1184,"3806425.0","Paris","75014 Paris","3423.0","House",False,False,False,True,False,False,False,False
1185,"1576947.0","Paris","75001 Paris","1076.0","Condo/Apartment",False,False,False,False,False,False,False,True
1188,"163132.0","Paris","75019 Paris","226.0","Condo/Apartment",False,False,False,False,False,False,False,False
1219,"379555.0","Paris","75014 Paris","312.0","Condo/Apartment",False,False,False,False,False,False,False,True
1220,"538337.0","Paris","75014 Paris","355.0","Condo/Apartment",False,False,True,False,False,False,False,True
1221,"3534537.0","Paris","75007 Paris","2077.0","Condo/Apartment",False,False,True,False,False,False,False,True
1224,"761285.0","Paris","75015 Paris","861.0","Condo/Apartment",False,False,False,True,False,False,False,True
1225,"598152.0","Paris","75015 Paris","753.0","Condo/Apartment",False,False,False,False,False,False,False,False
1227,"1448617.0","Paris","3rd arrondissement","980.0","Condo/Apartment",False,False,False,False,False,False,False,False
1228,"336053.0","Paris","75014 Paris","323.0","Condo/Apartment",False,False,False,False,False,False,False,True
1229,"574648.0","Paris","75019 Paris","560.0","Condo/Apartment",False,False,True,False,False,False,False,True
1230,"401306.0","Paris","75018 Paris","538.0","Condo/Apartment",False,False,False,False,False,False,False,False
814,"6259500.0","London","Elm Walk, Hampstead, London, NW3","883","Detached",False,False,False,False,False,True,False,False
1273,"477434.0","Paris","75020 Paris","614.0","Condo/Apartment",False,False,True,False,False,False,False,True
1274,"505711.0","Paris","75010 Paris","441.0","Condo/Apartment",False,False,False,False,False,False,False,False
1275,"505711.0","Paris","75018 Paris","452.0","Condo/Apartment",False,False,True,False,False,False,False,False
1276,"357804.0","Paris","75013 Paris","334.0","Condo/Apartment",False,False,True,False,False,False,False,True
1277,"908104.0","Paris","75003 Paris","753.0","Condo/Apartment",False,False,False,True,False,False,False,True
1279,"542687.0","Paris","75016 Paris","893.0","Condo/Apartment",False,False,False,True,False,False,False,True
1282,"1087550.0","Paris","75016 Paris","538.0","Condo/Apartment",False,False,True,False,False,False,False,True
1284,"1033172.0","Paris","75006 Paris","549.0","Condo/Apartment",True,False,False,False,False,False,False,False
1285,"401306.0","Paris","75014 Paris","538.0","Condo/Apartment",False,False,True,False,False,False,False,True
1289,"1065799.0","Paris","75015 Paris","764.0","Condo/Apartment",False,False,False,False,False,False,False,True
1323,"1620449.0","Paris","75007 Paris","1044.0","Condo/Apartment",False,False,False,False,False,False,False,True
1324,"793911.0","Paris","75015 Paris","818.0","Condo/Apartment",False,False,False,False,False,False,False,True
1325,"1685702.0","Paris","75014 Paris","1378.0","House",False,False,False,False,False,False,False,False
1326,"902666.0","Paris","75008 Paris","538.0","Condo/Apartment",False,False,False,False,False,False,False,True
1327,"2354546.0","Paris","75007 Paris","1948.0","Condo/Apartment",False,False,False,False,False,False,False,False
1328,"741709.0","Paris","75013 Paris","861.0","Condo/Apartment",False,False,False,True,False,True,False,True
1329,"1625887.0","Paris","75016 Paris","1410.0","Condo/Apartment",False,False,False,False,False,False,False,True
1374,"1957590.0","Paris","75006 Paris","958.0","Condo/Apartment",False,False,False,False,False,False,False,True
1375,"1710716.0","Paris","75016 Paris","926.0","Condo/Apartment",False,False,True,False,False,False,False,False
1376,"2153349.0","Paris","75006 Paris","1206.0","Condo/Apartment",False,False,False,False,False,False,False,True
1378,"1462755.0","Paris","75011 Paris","1216.0","Condo/Apartment",False,False,False,False,False,False,False,False
1379,"3806425.0","Paris","75008 Paris","1668.0","Condo/Apartment",True,False,True,False,False,False,False,False
1384,"674281.0","Paris","75016 Paris","592.0","Condo/Apartment",False,False,True,False,False,False,False,True
1385,"1194130.0","Paris","75006 Paris","646.0","Condo/Apartment",False,False,True,False,False,False,False,True
1388,"2153349.0","Paris","75006 Paris","883.0","Condo/Apartment",True,False,False,False,False,False,False,True
1392,"1783582.0","Paris","75016 Paris","1109.0","Condo/Apartment",False,False,False,True,False,False,False,False
850,"6961500.0","London","Haversham Place, Highgate, N6","883","House",False,False,False,True,False,False,True,False
1394,"1582385.0","Paris","75016 Paris","936.0","Condo/Apartment",False,False,True,False,False,False,False,True
1396,"3904304.0","Paris","75006 Paris","1475.0","Condo/Apartment",False,False,False,True,False,True,False,False
1403,"768376.0","Paris","75020 Paris","915.0","Condo/Apartment",False,False,False,True,False,False,False,True
1404,"1566072.0","Paris","75009 Paris","1163.0","Condo/Apartment",False,False,True,False,False,False,False,True
1405,"1848835.0","Paris","3rd arrondissement","1335.0","Condo/Apartment",False,False,False,False,False,False,False,True
1407,"1120176.0","Paris","75006 Paris","807.0","Condo/Apartment",False,False,False,False,False,False,False,True
1409,"1753131.0","Paris","75004 Paris","807.0","Condo/Apartment",False,False,False,True,False,False,False,True
1411,"2920072.0","Paris","75001 Paris","1216.0","Condo/Apartment",False,False,False,False,False,False,False,True
1428,"1914088.0","Paris","75008 Paris","1335.0","Condo/Apartment",False,False,False,False,False,False,False,True
1430,"1044048.0","Paris","75013 Paris","861.0","Condo/Apartment",False,False,True,True,False,False,False,True
1431,"706907.0","Paris","3rd arrondissement","581.0","Condo/Apartment",False,False,False,False,False,False,False,False
1436,"1794457.0","Paris","3rd arrondissement","1270.0","Condo/Apartment",False,False,False,False,False,False,False,True
1437,"1250682.0","Paris","75016 Paris","1076.0","Condo/Apartment",False,False,True,True,False,False,False,False
1438,"2990762.0","Paris","75007 Paris","1410.0","Condo/Apartment",False,True,True,False,False,False,False,True
1439,"1000546.0","Paris","75013 Paris","1001.0","Condo/Apartment",True,False,True,True,False,False,False,True
1440,"489397.0","Paris","75015 Paris","506.0","Condo/Apartment",False,False,True,False,False,False,False,True
1442,"465471.0","Paris","75017 Paris","463.0","Condo/Apartment",False,False,False,False,False,False,False,False
1446,"692769.0","Paris","75010 Paris","1119.0","Condo/Apartment",False,False,True,False,False,False,False,True
1447,"655249.0","Paris","75012 Paris","1163.0","Condo/Apartment",False,False,True,False,False,False,False,False
1448,"529550.0","Paris","75013 Paris","527.0","Condo/Apartment",False,False,True,False,False,False,False,True
1449,"1120176.0","Paris","75006 Paris","807.0","Condo/Apartment",False,False,False,False,False,False,False,True
1454,"266450.0","Paris","75018 Paris","334.0","Condo/Apartment",False,False,False,False,False,False,False,True
1458,"1244157.0","Paris","Paris","840.0","Condo/Apartment",False,False,False,True,False,False,False,True
1462,"2164224.0","Paris","75017 Paris","2024.0","Condo/Apartment",False,False,True,False,False,True,False,True
1463,"783036.0","Paris","Paris","646.0","Condo/Apartment",True,False,False,False,False,False,False,False
1467,"478522.0","Paris","75018 Paris","441.0","Condo/Apartment",False,False,False,False,False,False,False,False
1469,"407831.0","Paris","75019 Paris","527.0","Condo/Apartment",False,False,False,True,False,False,False,True
1484,"103317.0","Paris","75016 Paris","65.0","Condo/Apartment",False,False,True,False,False,False,False,False
1485,"2414361.0","Paris","75006 Paris","1023.0","Condo/Apartment",False,False,False,False,False,False,False,True
1486,"2164224.0","Paris","75007 Paris","1302.0","Condo/Apartment",False,False,False,False,False,False,False,True
1487,"458946.0","Paris","75007 Paris","258.0","Condo/Apartment",False,False,False,False,False,False,False,False
1488,"1734642.0","Paris","75017 Paris","1292.0","Condo/Apartment",False,False,False,True,False,False,False,False
1490,"783036.0","Paris","75001 Paris","452.0","Condo/Apartment",False,False,False,False,False,False,False,True
1493,"489397.0","Paris","75001 Paris","452.0","Condo/Apartment",False,False,True,False,False,False,False,False
1530,"870040.0","Paris","Paris","807.0","Condo/Apartment",False,False,False,False,False,False,False,False
1532,"1108213.0","Paris","75013 Paris","969.0","Condo/Apartment",False,False,False,False,False,False,False,True
1533,"1457317.0","Paris","Paris","850.0","Condo/Apartment",False,False,False,False,False,False,False,False
1536,"1566072.0","Paris","75008 Paris","1023.0","Condo/Apartment",False,False,False,False,False,False,False,True
1537,"1174554.0","Paris","75001 Paris","861.0","Condo/Apartment",False,False,False,False,False,False,False,True
1540,"538337.0","Paris","75016 Paris","334.0","Condo/Apartment",False,False,False,False,False,False,False,True
1541,"3534537.0","Paris","75007 Paris","2077.0","Condo/Apartment",False,False,True,False,False,False,False,True
1542,"1294184.0","Paris","75004 Paris","689.0","Condo/Apartment",False,False,False,False,False,False,False,False
1580,"706907.0","Paris","75012 Paris","753.0","Condo/Apartment",True,False,False,False,False,False,False,False
1581,"1511694.0","Paris","75020 Paris","1679.0","Condo/Apartment",False,False,True,True,False,True,False,True
1582,"1196305.0","Paris","75014 Paris","947.0","House",False,False,False,True,False,False,False,False
1583,"299076.0","Paris","75015 Paris","323.0","Condo/Apartment",False,False,False,True,False,False,False,True
1584,"10864624.0","Paris","75008 Paris","3251.0","Condo/Apartment",True,False,True,True,True,True,False,True
1585,"1354000.0","Paris","Paris","1023.0","Condo/Apartment",False,False,True,False,False,False,False,True
1591,"1402939.0","Paris","75016 Paris","1507.0","Condo/Apartment",False,False,True,False,False,False,False,True
1592,"3719421.0","Paris","75017 Paris","2153.0","Condo/Apartment",False,False,False,False,False,False,False,True
1593,"1740080.0","Paris","75016 Paris","1399.0","Condo/Apartment",False,False,True,False,False,False,False,True
1629,"271887.0","Paris","75018 Paris","344.0","Condo/Apartment",False,False,False,True,False,False,False,True
1630,"652530.0","Paris","75019 Paris","1087.0","Condo/Apartment",False,False,False,False,False,False,False,True
1631,"1587823.0","Paris","75016 Paris","936.0","Condo/Apartment",False,False,True,False,False,False,False,True
1632,"339316.0","Paris","75014 Paris","388.0","Condo/Apartment",False,False,False,False,False,False,False,True
1674,"2610120.0","Paris","75006 Paris","883","Condo/Apartment",False,False,True,False,False,False,False,False
1636,"293638.0","Paris","75018 Paris","344.0","Condo/Apartment",False,False,False,True,False,False,False,True
1638,"1848835.0","Paris","Paris","1636.0","Condo/Apartment",False,False,False,False,False,False,False,False
1678,"685156.0","Paris","75007 Paris","441.0","Condo/Apartment",False,False,False,False,False,False,False,True
1679,"815662.0","Paris","75014 Paris","581.0","House",False,False,False,False,False,True,False,False
